no,code,name,description,school_name,places_for_work
19,car_tec_0019,ជំនួយការលក់ថ្នាំពេទ្យ,ជំនួយការលក់ថ្នាំពេទ្យ មានតួនាទីសំខាន់ក្នងការលក់ឱសថ ទៅឲ្យអ្នកជំងឺតាមវេជ្ជបញ្ជា ដើម្បីអាចព្យាបាលអ្នកជំងឺឆាប់ជាសៈស្បើយបានឆាប់រហ័សដោយសារតែគ្រូពេទ្យបានចេញវេជ្ជបញ្ជា បន្ទាប់ពីបានពិនិត្យសុខភាពនិងធ្វើរោគវិនិច្ឆ័យប្រភេទជំងឺច្បាស់លាស់។ ការងារនេះទាមទារឱ្យមានក្រមសីលធម៌ និង ការប្រុងប្រយ័ត្នខ្ពស់ មុននឹងផ្ដល់ថ្នាំទៅឱ្យអ្នកជំងឺ។ ,សាលាមធ្យមសិក្សាសុខាភិបាលភូមិភាគ​,"ឱសថស្ថាន ឬនៅតាមគ្លីនិកឯកជន 
នានា​"
20,car_tec_0020,អ្នកវិភាគផ្នែកហរិញ្ញវត្ថុ,អ្នកវិភាគហិរញ្ញវត្ថុ​ ជួយ​ក្រុម​ហ៊ុនឲ្យយល់ពី និន្នាការបច្ចុប្បន្ន​ នៃវិស័យឧស្សាហ​កម្ម និងជួយពួកគេឲ្យ​ធ្វើ​ ការសម្រេចចិត្ត​ផ្នែក អាជីវកម្មដ៏សំខាន់ ដោយ​ផ្តល់អនុសាសន៍ ពាក់ព័ន្ធនឹ ងការលក់ ឬទិញ ដល់​ភ្ញៀវឬនិយោជក។ តាមរយៈការយល់​ដឹងពីអ្វីដែលកំពុង​ដំណើរការ នៅក្នុងឧស្សាហកម្ម​នេះ ពួកគេក៏អាចជួយ​ក្រុម​ហ៊ុនឲ្យរក​ឃើញ និង​ចូលរួមក្នុងឱកាស​ធ្វើ​អាជីវកម្មថ្មីដូចជាឧស្សាហកម្មថ្មីជាដើម។ ជំនាញនេះតម្រូវឲ្យមានកម្រិតសញ្ញាបត្រផ្នែកហិរញ្ញវត្ថុ ឬសេដ្ឋកិច្ច។ រយៈពេលសិក្សាពី៤ឆ្នាំ។ ត្រូវចេះភាសាអង់គ្លេស និងកុំព្យូទ័រកាន់តែល្អ។,4. សាកលវិទ្យាល័យជាតិគ្រប់គ្រង,ក្រុមហ៊ុនឯកជន ស្ថាប័នរដ្ឋ និងអង្គការក្រៅរដ្ឋាភិបាល
,,,,84. វិទ្យាស្ថានវ៉ាន់ដា,
,,,,11. សាកលវិទ្យាល័យ ជាស៊ីម កំចាយមារ,
,,,,3. សាកលវិទ្យាល័យភូមិន្ទនិតិសាស្ត្រ និង វិទ្យាសាស្ត្រសេដ្ឋកិច្ច,
,,,,75. សាកលវិទ្យាល័យវេស្ទើន,
,,,,58. សាកលវិទ្យាល័យមេគង្គកម្ពុជា,
,,,,8. សាកលវិទ្យាល័យបាត់ដំបង,
21,car_tec_0021,សវនករ,នៅក្នុងក្រុមហ៊ុន ឬអង្គភាពមួយតែងតែមានបញ្ជីចំនូលចំណាយ។ ក្នុងនោះក្រុមហ៊ុននឹងមានបុគ្គលិកសម្រាប់កាន់បញ្ជីទាំងនោះ ដែលគេហៅថា គណនេយ្យករ។ តើយើងអាចដឹងដោយរបៀបណាថា គណនេយ្យករសុទ្ឋតែធ្វើឯកសារបានត្រឹមត្រូវ។ សវនករគឺជាបុគ្គលម្នាក់ដែលត្រូវបានតែងតាំងនិងមានសិទ្ធិពិនិត្យបញ្ជីគណនីនិងគណនេយ្យប្រៀបធៀបការចាយវាយជាមួយនឹងប័ណ្ណ ទូទាត់ ផ្ទៀងផ្ទាត់តារាងតុល្យភាពនិងធាតុប្រាក់ចំណូលហើយបង្ហាញពីលទ្ធផល។,4. សាកលវិទ្យាល័យជាតិគ្រប់គ្រង,ក្រុមហ៊ុនឯកជន ស្ថាប័នរដ្ឋ អង្គការក្រៅរដ្ឋាភិបាល ប្រកបអាជីវកម្មខ្លួនឯង
,,,,84. វិទ្យាស្ថានវ៉ាន់ដា,
,,,,11. សាកលវិទ្យាល័យ ជាស៊ីម កំចាយមារ,
,,,,3. សាកលវិទ្យាល័យភូមិន្ទនិតិសាស្ត្រ និង វិទ្យាសាស្ត្រសេដ្ឋកិច្ច,
,,,,75. សាកលវិទ្យាល័យវេស្ទើន,
,,,,58. សាកលវិទ្យាល័យមេគង្គកម្ពុជា,
,,,,8. សាកលវិទ្យាល័យបាត់ដំបង,
,,,,9. សាកលវិទ្យាល័យមានជ័យ,
22,car_tec_0022,គណនេយ្យករ,គ្រប់គ្រងទឹកប្រាក់ ការទិញ​ ការលក់ការផលិតទុនវិនិយោគសុទ្ធតែត្រូវបានគណនេយ្យករកត់ត្រាទុកក្នុងបញ្ជីទាំងអស់ព្រោះគេមាននាទីចាប់អារម្មណ៍ទៅលើការប្រើលុយរបស់ក្រុមហ៊ុន ឬសា្ថប័នក្រៅរដ្ឋាភិបាលគណនេយ្យករប្រើប្រាស់កម្មវិធីក្នុងប្រព័ន្ធកុំព្យូទ័រ ដើម្បីគិតចំនួនទឹកប្រាក់។ គណេយ្យករកត់ត្រាក្នុងបញ្ជីចំណូលចំណាយចូលក្នុងវិក័យប័ត្រ ពន្ធ ប្រាក់ខែបុគ្គលិក......។,4. សាកលវិទ្យាល័យជាតិគ្រប់គ្រង,ក្រុមហ៊ុនឯកជន ស្ថាប័នរដ្ឋ អង្គការក្រៅរដ្ឋាភិបាល ប្រកបអាជីវកម្មខ្លួនឯង
,,,,84. វិទ្យាស្ថានវ៉ាន់ដា,
,,,,11. សាកលវិទ្យាល័យ ជាស៊ីម កំចាយមារ,
,,,,3. សាកលវិទ្យាល័យភូមិន្ទនិតិសាស្ត្រ និង វិទ្យាសាស្ត្រសេដ្ឋកិច្ច,
,,,,75. សាកលវិទ្យាល័យវេស្ទើន,
,,,,58. សាកលវិទ្យាល័យមេគង្គកម្ពុជា,
,,,,8. សាកលវិទ្យាល័យបាត់ដំបង,
,,,,9. សាកលវិទ្យាល័យមានជ័យ,
,,,,10. សាកលវិទ្យាល័យស្វាយរៀង,
23,car_tec_0023,បេឡាករ,បេឡាករគឺជាបុគ្គលដែលធ្វើការជាមួយប្រតិបត្តិចំនូល-ចំណាយ និង ទិន្នន័យ។ គាត់ត្រូវរៀបចំបញ្ចេញប្រាក់កម្ចី និងប្រមូលប្រាក់សងត្រឡប់មកវិញរបស់អតិថិជន រៀបចំបញ្ចូលទិន្នន័យរបស់អតិថិជននៅក្នុងប្រព័ន្ធ រៀបចំបញ្ចូលចំណូល ចំណាយគ្រឹះស្ថាននៅក្នុងប្រព័ន្ធ ត្រួតពិនិត្យសក្ខីប័ត្រមុននឹងទទួលប្រាក់ និងបញ្ចេញប្រាក់ រាប់លុយ និងរៀបចំរបាយការណ៍សាច់ប្រាក់ដែលរាប់ជារៀងរាល់ថ្ងៃកត់ត្រាប្រចាំថ្ងៃក្នុងសៀវភៅសាច់ប្រាក់របស់គ្រឹះស្ថានឲ្យបានទាន់ពេលវេលា។អ្នកដែលធ្វើការនេះត្រូវមានអាកប្បកិរិយាល្អ ស្មោះត្រង់ រួសរាយរាក់ទាក់ មានភាពអំណត់ កាយសម្បទាមាំមួន និងមានទំនួលខុសត្រូវក្នុងការងារ។,4. សាកលវិទ្យាល័យជាតិគ្រប់គ្រង,ធនាគារ និងក្រុមហ៊ុនឯកជន
,,,,84. វិទ្យាស្ថានវ៉ាន់ដា,
,,,,11. សាកលវិទ្យាល័យ ជាស៊ីម កំចាយមារ,
,,,,3. សាកលវិទ្យាល័យភូមិន្ទនិតិសាស្ត្រ និង វិទ្យាសាស្ត្រសេដ្ឋកិច្ច,
,,,,75. សាកលវិទ្យាល័យវេស្ទើន,
,,,,58. សាកលវិទ្យាល័យមេគង្គកម្ពុជា,
24,car_tec_0024,អ្នកស្ថិតិ,"អ្នកស្ថិតិ គឺជាអ្នកគ្រប់គ្រងទិន្នន័យមូលដ្ឋាន អនុវត្តបច្ចេកទេសគំរូឬប្រើមូលដ្ឋានបញ្ជីពេញលេញដើម្បីកំណត់ក្រុមគោលដៅដែលត្រូវបានស្ទង់មតិ។រៀបចំគម្រោងនិងឧបករណ៍ស្រាវជ្រាវដែលប្រើបច្ចេកវិទ្យាត្រឹមត្រូវនិងប្រើប្រាស់ព័ត៌មានដែលទទួលបានពីទិន្នន័យដើម ដើម្បីរៀបចំការវិភាគអោយបានត្រឹមត្រូវ និងប្រសិទ្ធភាព។
ពិនិត្យមើលទ្រឹស្តីដូចជាប្រូបាប៊ីលីតេ និងការសន្និដ្ឋានដើម្បីស្វែងយល់មូលដ្ឋានគ្រឹះនៃវិធីសាស្ត្រថ្មីៗឬវិធីសាស្រ្តនៃការទទួលនិងវាយតំលៃទិន្នន័យជាតួលេខ។",74. សាកលវិទ្យាល័យពុទ្ធិសាស្ត្រ,ធនាគារ ក្រុមហ៊ុនឯកជន ក្រុមហ៊ុនសាជីវកម្ម និងសាកលវិទ្យាល័យនានា
,,,,4. សាកលវិទ្យាល័យជាតិគ្រប់គ្រង,
,,,,59. សាកលវិទ្យាល័យ ប៊ែលធីអន្តរជាតិ,
,,,,65. សាកលវិទ្យាល័យឯកទេសនៃកម្ពុជា,
25,car_tec_0025,អ្នកវិភាគផ្នែកទីផ្សារ/សិ្ថតិធានារ៉ាប់រង,អ្នកវិភាគ​ស្ថិតិ​ធានារ៉ាប់រង​​គឺ​ជា​​គណិតវិទូ​ដែល​ជួយ​​ក្រុមហ៊ុន​​ព្យាករណ៍​​អំពី​ហា​និ​ភ័យ​​និង​​តម្លៃ​ពាក់​​ព័ន្ធ​នឹង​ហានិភ័យ​ទាំងនេះ​។ ពួកគេ​មានការយល់ដឹង​ជ្រៅជ្រះ​អំពី​​គណិតវិទ្យា​ ស្ថិតិ​ ការ​វិនិ​យោ​គ សេដ្ឋកិច្ច នយោបាយ បទបញ្ញត្តិ​ ទីផ្សារ​ ប្រតិបត្តិការ និងការចែកចាយ។ ពួកគេ​​ប្រើ​ប្រា​ស់​​ចំណេះ​ដឹង​របស់ខ្លួន​​ជួយ​អតិថិជន​ និង​​បុគ្គលិក​ ដើម្បី​បង្កើត​​គោលនយោបាយ​ ផែនការ​តម្លៃ​​និង​​លទ្ធផល​​ហិរញ្ញវត្ថុ​​ដ៏​ស្មុគស្មាញ​មួយ ស្របពេល​​ជាមួយគ្នានោះដែរ​ ពួកគេ​​ផ្តល់​ដំបូន្មាន​​ពាក់​ព័ន្ធ​​ហិរញ្ញវត្ថុ​និង​​​ផ្នែក​ពាណិជ្ជកម្ម​ជា​យុទ្ធសាស្ត្រ​។ ផ្នែកសំខាន់​​នៃការងារ​​របស់​ពួកគេ​​គឺ​ពាក់ព័ន្ធ​​​ការគាំពារ​សុខភាព​ ហិរញ្ញវត្ថុ​ ប្រាក់​ចូល​និវត្ត​ន៍ និងការធានារ៉ាប់រង។ អ្នកឯកទេស​ស្ថិតិ​ធានារ៉ាប់​រង​ប្រើ​ប្រាស់​​គំរូ​ហិរញ្ញវត្ថុ​​ដើម្បី​វិភាគ​ និង​​ស្វែង​យល់​ពី​​ទិន្នន័យ​ផ្សេងៗ​។ ដោយ​សារតែ​ពួកគេ​​ត្រូវ​ធ្វើ​ការវិភាគ​​ទិន្នន័យ​​ដ៏​ស្មុគស្មាញ​​បែប​នេះ ដូច្នេះ​​ទំនាក់​ទំនង​​គឺ​​ជា​ជំនាញ​សំខាន់​ ដែល​ជួយពួកគេ​​បញ្ជូន​សារ​​ទៅកាន់​​អ្នក​ដែលគ្មាន​​បច្ចេក​ទេសនេះ។,74. សាកលវិទ្យាល័យពុទ្ធិសាស្ត្រ,ធនាគារ ក្រុមហ៊ុនឯកជន និងក្រុមហ៊ុនសាជីវកម្ម
,,,,4. សាកលវិទ្យាល័យជាតិគ្រប់គ្រង,
,,,,59. សាកលវិទ្យាល័យ ប៊ែលធីអន្តរជាតិ,
26,car_tec_0026,សេដ្ឋវិទូ,សេដ្ឋវិទូ​គឺ​ជាអ្នកជំនាញ​ក្នុងវិស័យ​ទ្រព្យធន និង​ចរាចរសាច់ប្រាក់​។ ពួកគេ​សិក្សា​ពី​ផលប៉ះពាល់ នៃ​គោលនយោបាយ​និង​ការសម្រេចចិត្ត​ទៅលើ ពិភពពិត ដើម្បីផ្តល់អនុសាសន៍​ដល់​វិស័យឯកជន​និង​រដ្ឋ​។ តាមរយៈ​ការស្រាវជ្រាវ​ដ៏​ទូលំទូលាយ សេដ្ឋវិទូ​រកឃើញ​និង​លាតត្រដាង​អំពី​និន្នាការ ដើម្បីធ្វើការ​ព្យាករណ៍​ជាក់លាក់មួយ​។ ពួកគេវិភាគ និង​បកស្រាយពី​បញ្ហាពាក់ព័ន្ធនឹង​ប្រាក់​ដូចជា​ប្រាក់ពន្ធអតិផរណា កំណើន​ប្រជាពលរដ្ឋ​កម្រិតការងារ និង​ការគ្រប់គ្រង​ធនធាន ទំនិញ​និង​សេវាកម្ម​។ តាមធម្មតា ពួកគេ​បម្រើការ​ឲ្យ​រដ្ឋាភិបាល ធនាគារ ក្រុមហ៊ុន ពិគ្រោះយោបល់ សាជីវកម្មពហុជាតិ និង​តាមសាកលវិទ្យាល័យ​ជាដើម​។ ជំនាញនេះតម្រូវឲ្យមានកម្រិតសញ្ញាបត្រផ្នែកសេដ្ឋកិច្ច។ រយៈពេលសិក្សាពី៤ឆ្នាំ។ ត្រូវចេះភាសាអង់គ្លេស និងកុំព្យូទ័រកាន់តែល្អ។,3. សាកលវិទ្យាល័យភូមិន្ទនិតិសាស្ត្រ និង វិទ្យាសាស្ត្រសេដ្ឋកិច្ច,ធនាគារ ក្រុមហ៊ុនឯកជន ក្រុមហ៊ុនសាជីវកម្ម និងសាកលវិទ្យាល័យនានា
,,,,73. សាកលវិទ្យាល័យ កម្ពុជា,
,,,,69. សាកលវិទ្យាល័យអន្តរជាតិ,
,,,,74. សាកលវិទ្យាល័យពុទ្ធិសាស្ត្រ,
